SKU,Name,Description,Regular price,Categories,Images,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s)
100417,"Carretilla 6ft3 Imponchable, bastidor tubular, TRUPER EXPERT","Carretilla de trabajo para transporte de materiales pesados en obras, jardines y espacios industriales. Bandeja de polietileno de alta resistencia que soporta grandes volúmenes de arena, grava, concreto o tierra. Su rueda neumática o sólida garantiza maniobrabilidad en terrenos irregulares.",2475,,"https://www.truper.com/media/import/imagenes/CAT-60X.jpg, https://www.truper.com/media/import/imagenes/CAT-60X+D1.jpg, https://www.truper.com/media/import/imagenes/CAT-60X+D2.jpg, https://www.truper.com/media/import/imagenes/CAT-60X+D3.jpg, https://www.truper.com/media/import/imagenes/CAT-60X+D5.jpg, https://www.truper.com/media/import/imagenes/CAT-60X+D6.jpg, https://www.truper.com/media/import/imagenes/CAT-60X+E1.jpg",Marca,,Medida,
10045237,BLOCO CONTACTO BFCO,"Bloco de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,,"https://m.media-amazon.com/images/I/61W8GZ+VxCL._AC_UF894,1000_QL80_.jpg",Marca,,Medida,
10045633,REELE SOBRECARGA 4-6.3A*,"Reele de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",0,,"https://m.media-amazon.com/images/I/71fE-5EGHRL._AC_UF894,1000_QL80_.jpg",Marca,,Medida,
10045635,REELE SOBRECARGA 55-70A*,"Reele de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",0,,"https://m.media-amazon.com/images/I/71fE-5EGHRL._AC_UF894,1000_QL80_.jpg",Marca,,Medida,
10045715,CONTACTO AUX LATERAL BCXML11*,Contacto eléctrico  15A para instalación en cajas estándar con protección a tierra. Proporciona tomas de corriente seguras para electrodomésticos y equipos electrónicos con construcción robusta de larga vida útil. Compatible con las principales líneas de placas y tapas decorativas del mercado.,0,,"https://m.media-amazon.com/images/I/61W8GZ+VxCL._AC_UF894,1000_QL80_.jpg",Marca,,Medida,
10046936,FIXACAO BFRDWA160*,"Fixacao de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",0,,"https://m.media-amazon.com/images/I/71fE-5EGHRL._AC_UF894,1000_QL80_.jpg",Marca,,Medida,
10047123,REELE SOBRECARGA 440-480V,"Reele de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,,"https://m.media-amazon.com/images/I/71fE-5EGHRL._AC_UF894,1000_QL80_.jpg",Marca,,Medida,
100506,"Estuche con 6 puntas planas combinadas largo 2"", EXPERT","Estuche de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",56.03,,"https://www.truper.com/media/import/imagenes/PUN-6PL2.jpg, https://www.truper.com/media/import/imagenes/PUN-6PL2+EI1.jpg, https://www.truper.com/media/import/imagenes/PUN-6PL2+EIND1.jpg, https://www.truper.com/media/import/imagenes/PUN-6PL2+EM1.jpg, https://www.truper.com/media/import/imagenes/PUN-6PL2+E1.jpg, https://www.truper.com/media/import/imagenes/PUN-6PL2+FC1.jpg, https://www.truper.com/media/import/imagenes/PUN-6PL2+FC2.jpg",Marca,,Medida,
100661,"Rollo de 5 m de lija para plomero grano 120 ancho 1-1/2""","Lija de rollo  para lijado y acabado de superficies de madera, metal y plástico. Su base resistente evita el rasgado prematuro y garantiza una abrasión uniforme para lograr superficies perfectamente lisas. Ideal para preparación de superficies antes de pintar, barnizar o aplicar acabados.",60.34,,https://www.truper.com/media/import/imagenes/LIPL-120-1-1-2X5.jpg,Marca,,Medida,
100815,"Juego de 4 brocasierras bimetÃ¡licas y 1 mandril, EXPERT","Juego de brocas de acero de alta velocidad para perforación en metal, madera y plástico. Incluye diferentes diámetros para cubrir las necesidades más comunes de taladrado. Presentadas en estuche organizador para fácil acceso y almacenamiento en la caja de herramientas.",133.5,,"https://www.truper.com/media/import/imagenes/KITB-5X.jpg, https://www.truper.com/media/import/imagenes/KITB-5X+EI1.jpg, https://www.truper.com/media/import/imagenes/KITB-5X+EIND1.jpg, https://www.truper.com/media/import/imagenes/KITB-5X+EM1.jpg, https://www.truper.com/media/import/imagenes/KITB-5X+FC1.jpg",Marca,,Medida,
100817,"Llave p/manguera, de latÃ³n, 140g, 1/2"", granel, TRUPER","Llave de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",81.9,,"https://www.truper.com/media/import/imagenes/LLJ-140T.jpg, https://www.truper.com/media/import/imagenes/LLJ-140T+EI1.jpg, https://www.truper.com/media/import/imagenes/LLJ-140T+EM1.jpg, https://www.truper.com/media/import/imagenes/LLJ-140T+E1.jpg, https://www.truper.com/media/import/imagenes/LLJ-140T+E2.jpg, https://www.truper.com/media/import/imagenes/LLJ-140T+FC1.jpg, https://www.truper.com/media/import/imagenes/LLJ-140T+FC2.jpg",Marca,,Medida,
100822,"Estuche con 4 dados magnÃ©ticos de impacto 3/8"" largo 2-1/2""",Dado de impacto en acero al cromo-vanadio para su uso con matraca o taladro de impacto. Diseñado para soportar altos torques sin deformarse ni agrietarse. Compatible con cuadros estándar para su uso en todo tipo de trabajos mecánicos y de mantenimiento.,107.76,,"https://www.truper.com/media/import/imagenes/PUDE-9027I.jpg, https://www.truper.com/media/import/imagenes/PUDE-9027I+E1.jpg, https://www.truper.com/media/import/imagenes/PUDE-9027I+FC1.jpg, https://www.truper.com/media/import/imagenes/PUDE-9027I+FC2.jpg, https://www.truper.com/media/import/imagenes/PUDE-9027I+FC3.jpg",Marca,,Medida,
101101,"Navaja abatible 6"" cuerpo de aluminio y acero inox, TRUPER","Navaja de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",168.1,,"https://www.truper.com/media/import/imagenes/NV-6X.jpg, https://www.truper.com/media/import/imagenes/NV-6X+EI1.jpg, https://www.truper.com/media/import/imagenes/NV-6X+EIND1.jpg, https://www.truper.com/media/import/imagenes/NV-6X+EM1.jpg, https://www.truper.com/media/import/imagenes/NV-6X+E1.jpg, https://www.truper.com/media/import/imagenes/NV-6X+FC1.jpg, https://www.truper.com/media/import/imagenes/NV-6X+FC2.jpg",Marca,,Medida,
101257,"Casco de seguridad ventilado, ajuste de matraca, amarillo","Casco de seguridad color amarillo para protección de la cabeza en obras de construcción, industria y minería. Fabricado con polietileno de alta densidad que absorbe y distribuye los impactos para proteger al trabajador. Cuenta con suspensión interna ajustable para mayor comodidad durante jornadas largas.",119.83,,"https://www.truper.com/media/import/imagenes/CAS-AI.jpg, https://www.truper.com/media/import/imagenes/CAS-AI+D1.jpg, https://www.truper.com/media/import/imagenes/CAS-AI+D2.jpg, https://www.truper.com/media/import/imagenes/CAS-AI+EI1.jpg, https://www.truper.com/media/import/imagenes/CAS-AI+EIND1.jpg, https://www.truper.com/media/import/imagenes/CAS-AI+E1.jpg, https://www.truper.com/media/import/imagenes/CAS-AI+FC1.jpg",Marca,,Medida,
101259,"Casco de seguridad ventilado, ajuste de matraca, azul","Matraca de liberación rápida para agilizar el apriete y aflojamiento de tornillos y tuercas. Compatible con dados estándar de cuadro de 1/4"", 3/8"" o 1/2"". Su mecanismo de trinquete de alta calidad garantiza una operación suave y precisa en espacios de trabajo reducidos.",119.83,,"https://www.truper.com/media/import/imagenes/CAS-ZI.jpg, https://www.truper.com/media/import/imagenes/CAS-ZI+D1.jpg, https://www.truper.com/media/import/imagenes/CAS-ZI+D2.jpg, https://www.truper.com/media/import/imagenes/CAS-ZI+EI1.jpg, https://www.truper.com/media/import/imagenes/CAS-ZI+EIND1.jpg, https://www.truper.com/media/import/imagenes/CAS-ZI+E1.jpg, https://www.truper.com/media/import/imagenes/CAS-ZI+FC1.jpg",Marca,,Medida,
101398,CautÃ­n 48 W profesional para electrÃ³nica con estaciÃ³n,"Cautin de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",659.48,,"https://www.truper.com/media/import/imagenes/CAU-48ES.jpg, https://www.truper.com/media/import/imagenes/CAU-48ES+D1.jpg, https://www.truper.com/media/import/imagenes/CAU-48ES+D2.jpg, https://www.truper.com/media/import/imagenes/CAU-48ES+E1.jpg, https://www.truper.com/media/import/imagenes/CAU-48ES+FC1.jpg",Marca,,Medida,
101449,Rollo 18 m de cinta antiderrapante ama/negra 50mm c/abrasivo,"Rollo de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",443.97,,"https://www.truper.com/media/import/imagenes/CIA-218P.jpg, https://www.truper.com/media/import/imagenes/CIA-218P+D1.jpg, https://www.truper.com/media/import/imagenes/CIA-218P+EI1.jpg, https://www.truper.com/media/import/imagenes/CIA-218P+EIND1.jpg, https://www.truper.com/media/import/imagenes/CIA-218P+EM1.jpg, https://www.truper.com/media/import/imagenes/CIA-218P+E1.jpg, https://www.truper.com/media/import/imagenes/CIA-218P+FC1.jpg",Marca,,Medida,
101552,"Broca escalonada titanio 9 escalones 1/4"" a 3/4"", EXPERT","Broca escalonada  de acero de alta velocidad con recubrimiento de titanio para perforación en láminas de metal, plástico y madera. Realiza agujeros de diferentes diámetros con una sola herramienta. Sus escalones claramente marcados garantizan diámetros precisos y repetibles.",433.185,,"https://www.truper.com/media/import/imagenes/BES-9X.jpg, https://www.truper.com/media/import/imagenes/BES-9X+D1.jpg, https://www.truper.com/media/import/imagenes/BES-9X+EI1.jpg, https://www.truper.com/media/import/imagenes/BES-9X+EIND1.jpg, https://www.truper.com/media/import/imagenes/BES-9X+EM1.jpg, https://www.truper.com/media/import/imagenes/BES-9X+E1.jpg, https://www.truper.com/media/import/imagenes/BES-9X+FC1.jpg",Marca,,Medida,
101553,"Broca escalonada titanio 12 escalones 3/16"" a 7/8"", EXPERT","Broca escalonada  de acero de alta velocidad con recubrimiento de titanio para perforación en láminas de metal, plástico y madera. Realiza agujeros de diferentes diámetros con una sola herramienta. Sus escalones claramente marcados garantizan diámetros precisos y repetibles.",590.52,,"https://www.truper.com/media/import/imagenes/BES-12X.jpg, https://www.truper.com/media/import/imagenes/BES-12X+D1.jpg, https://www.truper.com/media/import/imagenes/BES-12X+EI1.jpg, https://www.truper.com/media/import/imagenes/BES-12X+EIND1.jpg, https://www.truper.com/media/import/imagenes/BES-12X+EM1.jpg, https://www.truper.com/media/import/imagenes/BES-12X+E1.jpg, https://www.truper.com/media/import/imagenes/BES-12X+FC1.jpg",Marca,,Medida,
101678,"Juego de 12 puntas torx combinadas largo 2"", TRUPER EXPERT","Juego de herramientas completo para instalaciones, mantenimiento y construcción. Fabricado en acero de alta resistencia para un rendimiento profesional confiable. Presentado en estuche organizador para facilitar el transporte y almacenamiento.",,,"https://www.truper.com/media/import/imagenes/P12-2T.jpg, https://www.truper.com/media/import/imagenes/P12-2T+D1.jpg, https://www.truper.com/media/import/imagenes/P12-2T+EI1.jpg, https://www.truper.com/media/import/imagenes/P12-2T+EIND1.jpg, https://www.truper.com/media/import/imagenes/P12-2T+EM1.jpg, https://www.truper.com/media/import/imagenes/P12-2T+E1.jpg, https://www.truper.com/media/import/imagenes/P12-2T+FC1.jpg",Marca,,Medida,
101683,"Rollo de 9 m x 2"" de cinta reflejante de PVC, TRUPER","Rollo de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",431.03,,"https://www.truper.com/media/import/imagenes/CIREF-9.jpg, https://www.truper.com/media/import/imagenes/CIREF-9+D1.jpg, https://www.truper.com/media/import/imagenes/CIREF-9+D2.jpg, https://www.truper.com/media/import/imagenes/CIREF-9+E1.jpg, https://www.truper.com/media/import/imagenes/CIREF-9+FC1.jpg",Marca,,Medida,
101734,"Banda de 4"" x 9 m con gancho plano para malacate, TRUPER","Banda de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",357.76,,"https://www.truper.com/media/import/imagenes/MAL-B3P.jpg, https://www.truper.com/media/import/imagenes/MAL-B3P+EI1.jpg, https://www.truper.com/media/import/imagenes/MAL-B3P+EIND1.jpg, https://www.truper.com/media/import/imagenes/MAL-B3P+EM1.jpg, https://www.truper.com/media/import/imagenes/MAL-B3P+E1.jpg",Marca,,Medida,
101827,"Broca para vidrio y azulejo 1/4"", TRUPER EXPERT","Broca  con punta de carburo para perforación en vidrio, azulejo y cerámica sin astillar el material. Su punta especial ejerce presión concentrada para penetrar el material frágil de forma controlada. Ideal para instalación de accesorios en baño, cocina y superficies cerámicas.",85.34,,https://www.truper.com/media/import/imagenes/BVI-1-4X.jpg,Marca,,Medida,
101931,"Pistola calafateadora para salchicha de 600 ml, TRUPER","Pistola calafateadora de esqueleto para aplicación de selladores de silicón, poliuretano y acrílico en cartuchos estándar. Su mecanismo de émbolo proporciona presión constante para una aplicación uniforme del sellador. Ergonómica y de fácil manejo para acabados limpios en sellados de construcción y mantenimiento.",306.03,,"https://www.truper.com/media/import/imagenes/PICA-S.jpg, https://www.truper.com/media/import/imagenes/PICA-S+D1.jpg, https://www.truper.com/media/import/imagenes/PICA-S+FC1.jpg",Marca,,Medida,
1019637,TAPA ANILLO REDUCCION 4X2,"Tapa para caja eléctrica de cierre profesional que protege las conexiones internas. Compatible con cajas eléctricas estándar en configuraciones para interruptores, contactos y salidas de cable. Fabricada en material resistente a impactos para una instalación duradera y un acabado limpio.",38.775,,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,Marca,,Medida,
102189,"BROCA PARA METAL HSS 13/64""","Broca para metal de 13/64"" de acero de alta velocidad (HSS) para perforación en acero, aluminio, cobre y metales no ferrosos. Su punta en ángulo de 118° garantiza un centrado preciso y un corte limpio sin necesidad de punto de granete previo. Compatible con taladros de banco, columna y portátiles.",27.59,,https://www.hecort.com/wp-content/uploads/2021/03/Broca-HSS.jpg,Marca,,Medida,
102190,"BROCA PARA METAL HSS 7/32""","Broca para metal de 7/32"" de acero de alta velocidad (HSS) para perforación en acero, aluminio, cobre y metales no ferrosos. Su punta en ángulo de 118° garantiza un centrado preciso y un corte limpio sin necesidad de punto de granete previo. Compatible con taladros de banco, columna y portátiles.",31.03,,https://www.hecort.com/wp-content/uploads/2021/03/Broca-HSS.jpg,Marca,,Medida,
102192,"BROCA PARA METAL HSS 1/4""","Broca para metal de 1/4"" de acero de alta velocidad (HSS) para perforación en acero, aluminio, cobre y metales no ferrosos. Su punta en ángulo de 118° garantiza un centrado preciso y un corte limpio sin necesidad de punto de granete previo. Compatible con taladros de banco, columna y portátiles.",39.66,,https://www.hecort.com/wp-content/uploads/2021/03/Broca-HSS.jpg,Marca,,Medida,
102199,"BROCA PARA METAL HSS 11/32""","Broca para metal de 11/32"" de acero de alta velocidad (HSS) para perforación en acero, aluminio, cobre y metales no ferrosos. Su punta en ángulo de 118° garantiza un centrado preciso y un corte limpio sin necesidad de punto de granete previo. Compatible con taladros de banco, columna y portátiles.",79.31,,https://www.hecort.com/wp-content/uploads/2021/03/Broca-HSS.jpg,Marca,,Medida,
102210,"BROCA PARA METAL HSS 3/8""","Broca para metal de 3/8"" de acero de alta velocidad (HSS) para perforación en acero, aluminio, cobre y metales no ferrosos. Su punta en ángulo de 118° garantiza un centrado preciso y un corte limpio sin necesidad de punto de granete previo. Compatible con taladros de banco, columna y portátiles.",93.97,,https://www.hecort.com/wp-content/uploads/2021/03/Broca-HSS.jpg,Marca,,Medida,
102214,"BROCA PARA METAL HSS 7/16""","Broca para metal de 7/16"" de acero de alta velocidad (HSS) para perforación en acero, aluminio, cobre y metales no ferrosos. Su punta en ángulo de 118° garantiza un centrado preciso y un corte limpio sin necesidad de punto de granete previo. Compatible con taladros de banco, columna y portátiles.",0,,https://www.hecort.com/wp-content/uploads/2021/03/Broca-HSS.jpg,Marca,,Medida,
102219,"BROCA PARA METAL HSS 9/16""","Broca para metal de 9/16"" de acero de alta velocidad (HSS) para perforación en acero, aluminio, cobre y metales no ferrosos. Su punta en ángulo de 118° garantiza un centrado preciso y un corte limpio sin necesidad de punto de granete previo. Compatible con taladros de banco, columna y portátiles.",306.03,,https://www.hecort.com/wp-content/uploads/2021/03/Broca-HSS.jpg,Marca,,Medida,
102240,"Desarmador dielÃ©ctrico de cruz 3/16"" x 3"", TRUPER",Desarmador de cruz de uso profesional para instalación y mantenimiento de todo tipo. Fabricado con punta de acero endurecido para mayor durabilidad y resistencia al desgaste. Su mango ergonómico proporciona comodidad y control en cada aplicación.,47.41,,https://www.truper.com/media/import/imagenes/DP-3-16X3D.jpg,Marca,,Medida,
102241,"Desarmador dielÃ©ctrico de cruz 1/4"" x 4"", TRUPER",Desarmador  de uso profesional para instalación y mantenimiento de todo tipo. Fabricado con punta de acero endurecido para mayor durabilidad y resistencia al desgaste. Su mango ergonómico proporciona comodidad y control en cada aplicación.,65.52,,https://www.truper.com/media/import/imagenes/DP-1-4X4D.jpg,Marca,,Medida,
102242,"Desarmador dielÃ©ctrico plano 7/32"" x 5"", TRUPER",Desarmador plano de uso profesional para instalación y mantenimiento de todo tipo. Fabricado con punta de acero endurecido para mayor durabilidad y resistencia al desgaste. Su mango ergonómico proporciona comodidad y control en cada aplicación.,68.1,,https://www.truper.com/media/import/imagenes/DR-7-32X5D.jpg,Marca,,Medida,
102243,"Desarmador dielÃ©ctrico plano 1/4"" x 6"", TRUPER",Desarmador plano de uso profesional para instalación y mantenimiento de todo tipo. Fabricado con punta de acero endurecido para mayor durabilidad y resistencia al desgaste. Su mango ergonómico proporciona comodidad y control en cada aplicación.,75,,https://www.truper.com/media/import/imagenes/DR-1-4X6D.jpg,Marca,,Medida,
10234,"Arco 12"" profesional tubular de acero para segueta, TRUPER","Hoja de segueta o serrucho de acero bitemálico de alta dureza para corte de metales, plástico y madera. Sus dientes templados mantienen el filo durante prolongadas sesiones de trabajo para cortes precisos y eficientes. Compatible con la mayoría de arcos de segueta estándar del mercado.",168.1,,"https://www.truper.com/media/import/imagenes/ATT-12.jpg, https://www.truper.com/media/import/imagenes/ATT-12+EI1.jpg, https://www.truper.com/media/import/imagenes/ATT-12+EIND1.jpg, https://www.truper.com/media/import/imagenes/ATT-12+EM1.jpg, https://www.truper.com/media/import/imagenes/ATT-12+E1.jpg, https://www.truper.com/media/import/imagenes/ATT-12+FC1.jpg, https://www.truper.com/media/import/imagenes/ATT-12+FC2.jpg",Marca,,Medida,
10235,"Fumigador de 2 litros domÃ©stico, TRUPER","Fumigador de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",125,,"https://www.truper.com/media/import/imagenes/FDO-2.jpg, https://www.truper.com/media/import/imagenes/FDO-2+E1.jpg, https://www.truper.com/media/import/imagenes/FDO-2+FC1.jpg, https://www.truper.com/media/import/imagenes/FDO-2+FC2.jpg",Marca,,Medida,
