SKU,Type,Name,Description,Categories,Images,Regular price,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global
ABUÃ0003,simple,"Abrazadera Uña 1""","Abrazadera Uãa 1"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,4.45,,,,,,,,,,,,,
ABUÃ0006,simple,"Abrazadera Uña 2""","Abrazadera Uãa 2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,17.42,,,,,,,,,,,,,
ABUÃ0008,simple,"Abrazadera Uña 3""","Abrazadera Uãa 3"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,50.63,,,,,,,,,,,,,
ABUÃ0009,simple,Abrazadera Uña 4,"Abrazadera Uãa 4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,62.89,,,,,,,,,,,,,
ABUÑ0005-BASE,simple,Abrazadera Uña,"Abrazadera Uña 1 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,,,Medida,"1 1/2 pulg, 1 1/4 pulg, 1/2 pulg, 3/4 pulg",1,1,Marca,,1,1,,,,
ABUÑ0005,simple,Abrazadera Uña - 1 1/2 pulg,"Abrazadera Uña 1 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://dummyimage.com/600x600/cccccc/000000.png,9.03,,Medida,1 1/2 pulg,1,1,Marca,,1,1,,,,
ABUÑ0004,simple,Abrazadera Uña - 1 1/4 pulg,"Abrazadera Uña 1 1/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://dummyimage.com/600x600/cccccc/000000.png,7.74,,Medida,1 1/4 pulg,1,1,Marca,,1,1,,,,
ABUÑ0001,simple,Abrazadera Uña - 1/2 pulg,"Abrazadera Uña 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://dummyimage.com/600x600/cccccc/000000.png,1.87,,Medida,1/2 pulg,1,1,Marca,,1,1,,,,
ABUÑ0002,simple,Abrazadera Uña - 3/4 pulg,"Abrazadera Uña 3/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://dummyimage.com/600x600/cccccc/000000.png,4.14,,Medida,3/4 pulg,1,1,Marca,,1,1,,,,
ABUÑ0003,simple,"Abrazadera Uña 1""","Abrazadera Uña 1"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,4.45,,,,,,,,,,,,,
ABUÑ0006,simple,"Abrazadera Uña 2""","Abrazadera Uña 2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,17.42,,,,,,,,,,,,,
ABUÑ0008,simple,"Abrazadera Uña 3""","Abrazadera Uña 3"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,50.63,,,,,,,,,,,,,
ABUÑ0009,simple,Abrazadera Uña 4,"Abrazadera Uña 4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,62.89,,,,,,,,,,,,,
ARAC0006-BASE,simple,Arandela Acero Inoxidable Presion,"Arandela Acero Inoxidable Presion 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ARAC0006-BASE.jpg,,,Medida,"1/2 pulg, 1/4 pulg, 3/8 pulg, 5/8 pulg",1,1,Marca,,1,1,,,,
ARAN0015-BASE,simple,Arandela Cuadrada de,"Arandela Cuadrada de 1/2. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ARAN0015-BASE.jpg,,,Medida,"1/2 pulg, 3/4 pulg",1,1,Marca,,1,1,,,,
ARAN0002-BASE,simple,Arandela Galv Plana,"Arandela Galv Plana 1/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ARAN0002-BASE.jpg,,,Medida,"1/4 pulg, 3/8 pulg, 1/2 pulg, 3/4 pulg",1,1,Marca,,1,1,,,,
ARBR0003-BASE,simple,Arandela Plana Bronce Al Silicio,"Arandela Plana Bronce Al Silicio 1/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ARBR0003-BASE.png,,,Medida,"1/4 pulg, 3/8 pulg, 1/2 pulg",1,1,Marca,,1,1,,,,
BALA0032-BASE,simple,Balastro Aditivo Metalico,"Balastro Aditivo Metalico 1000w. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",ILUMINACIÓN > Accesorios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/BE-1X20.jpg,,,Medida,"1000w, 4000w",1,1,Marca,,1,1,,,,
BAMA0001-BASE,simple,Base para Mastil,"Base para Mastil 3/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_BAMA0001-BASE.jpg,,,Medida,"3/4 pulg, 1 1/4 pulg, 1 1/2 pulg, 2 1/2 pulg",1,1,Marca,,1,1,,,,
43425-BASE,simple,Blíster con 2 Candados de Latón de  con Gancho Corto,"Blã­ster con 2 Candados de Latã³n de 20mm con Gancho Corto. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Manuales,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CL-20.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CL-20_D1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CL-20_D2.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CL-20_D3.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CL-20_D4.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CL-20_EI1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CL-20_EIND1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CL-20_EM1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CL-20_FC1.jpg",,,Medida,"20mm, 25mm",1,1,Marca,,1,1,,,,
44199-BASE,simple,"Bolsa con 50 Taquetes de Plástico , Fiero","Bolsa con 50 Taquetes de Plã¡stico 1/4"", Fiero. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/TAQ-1-4P.jpg,,,Medida,"1/4 pulg, 5/16 pulg, 3/8 pulg",1,1,Marca,,1,1,,,,
15086-BASE,simple,"Broca Hss  Trublack para Metal, Truper","Broca Hss 3/16"" Trublack para Metal, Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Accesorios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/BAV-3-16-N.jpg,,,Medida,"3/16 pulg, 1/4 pulg, 5/16 pulg",1,1,Marca,,1,1,,,,
PROF0038-BASE,simple,Broca de Alta Velocidad,"Broca de Alta Velocidad 1/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Accesorios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_PROF0038-BASE.jpg,,,Medida,"1/4 pulg, 5/16 pulg, 3/16 pulg",1,1,Marca,,1,1,,,,
11206-BASE,simple,"Broca para Concreto de X 6"", Truper","Broca para Concreto de 1/4 X 6"", Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Accesorios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/BCT-1-4X6.jpg,,,Medida,"1/4 pulg, 3/8 pulg",1,1,Marca,,1,1,,,,
102189-BASE,simple,Broca para Metal Hss,"Broca para Metal Hss 13/64. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Accesorios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_102189-BASE.jpg,,,Medida,"13/64 pulg, 7/32 pulg, 1/4 pulg, 11/32 pulg, 3/8 pulg, 7/16 pulg, 9/16 pulg",1,1,Marca,,1,1,,,,
11701-BASE,simple,"Broca para Vidrio y Azulejo de , Truper","Broca para Vidrio y Azulejo de 3/16"", Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Accesorios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/BVI-3-16.jpg,,,Medida,"3/16 pulg, 1/4 pulg, 5/16 pulg, 3/8 pulg",1,1,Marca,,1,1,,,,
CACU0001-BASE,simple,Cable Cobre Desnudo Cal,"Cable Cobre Desnudo Cal 1/0. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_CACU0001-BASE.jpg,,,Medida,"1/0 pulg, 3/0 pulg",1,1,Marca,,1,1,,,,
CMEX009-BASE,simple,Cable Condumex Thw-ls Cal 10,"Cable Condumex Thw-ls Cal 10 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_CMEX009-BASE.png,,,Color,"Negro, Blanco, Rojo, Verde",1,1,Marca,,1,1,,,,
CMEX001-BASE,simple,Cable Condumex Thw-ls Cal 14,"Cable Condumex Thw-ls Cal 14 Blanco. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_CMEX001-BASE.jpg,,,Color,"Blanco, Rojo, Verde",1,1,Marca,,1,1,,,,
CMEX013-BASE,simple,Cable Condumex Thw-ls Cal 8,"Cable Condumex Thw-ls Cal 8 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_CMEX013-BASE.png,,,Color,"Negro, Rojo",1,1,Marca,,1,1,,,,
CCON0013-BASE,simple,Cable Thw-ls Cal 10,"Cable Thw-ls Cal 10 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_CCON0013-BASE.png,,,Color,"Negro, Blanco, Rojo, Verde",1,1,Marca,,1,1,,,,
CCON0009-BASE,simple,Cable Thw-ls Cal 12,"Cable Thw-ls Cal 12 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_CCON0009-BASE.jpg,,,Color,"Negro, Blanco, Rojo, Verde",1,1,Marca,,1,1,,,,
CCON0005-BASE,simple,Cable Thw-ls Cal 14,"Cable Thw-ls Cal 14 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_CCON0005-BASE.jpg,,,Color,"Negro, Blanco, Rojo, Verde",1,1,Marca,,1,1,,,,
CCON0021-BASE,simple,Cable Thw-ls Cal 6,"Cable Thw-ls Cal 6 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_CCON0021-BASE.jpg,,,Color,"Negro, Verde, Blanco",1,1,Marca,,1,1,,,,
CCON0017-BASE,simple,Cable Thw-ls Cal 8,"Cable Thw-ls Cal 8 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_CCON0017-BASE.jpg,,,Color,"Negro, Blanco, Rojo, Verde",1,1,Marca,,1,1,,,,
CXLPDRS012-BASE,simple,Cable Xlp Drs Al Sub (3+1) Cal,"Cable Xlp Drs Al Sub (3+1) Cal 1/0. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_CXLPDRS012-BASE.jpg,,,Medida,"1/0 pulg, 350 4/0 pulg",1,1,Marca,,1,1,,,,
CAFS0004-BASE,simple,Caja Fsc,"Caja Fsc 1/2. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_CAFS0004-BASE.jpg,,,Medida,"1/2 pulg, 3/4 pulg",1,1,Marca,,1,1,,,,
10566-BASE,simple,"Casco de Seguridad Ala Ancha, , Truper","Casco de Seguridad Ala Ancha, Amarillo, Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Seguridad,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CAS-AX.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CAS-AX_D1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CAS-AX_D2.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CAS-AX_EI1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CAS-AX_EIND1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CAS-AX_E1.jpg",,,Color,"Amarillo, Blanco",1,1,Marca,,1,1,,,,
101257-BASE,simple,"Casco de Seguridad Ventilado, Ajuste de Matraca","Casco de Seguridad Ventilado, Ajuste de Matraca, Amarillo. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Manuales,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CAS-AI.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CAS-AI_D1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CAS-AI_D2.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CAS-AI_EI1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CAS-AI_EIND1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CAS-AI_E1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CAS-AI_FC1.jpg",,,Color,"Amarillo, Azul",1,1,Marca,,1,1,,,,
14623-BASE,simple,"Cautín  Tipo Lápiz para Trabajo Pesado, Truper","Cautã­n 100 W Tipo Lã¡piz para Trabajo Pesado, Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Equipos,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CAU-100.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CAU-100_D1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CAU-100_E1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CAU-100_FC1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CAU-100_FC2.jpg",,,Medida,"100 W, 60 W",1,1,Marca,,1,1,,,,
QO24L70F-BASE,simple,Centro de Carga 2 Circuitos  Empotrable,"Centro de Carga 2 Circuitos 70a Empotrable. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",ILUMINACIÓN > Interior,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_QO24L70F-BASE.jpg,,,Medida,70a,1,1,Marca,,1,1,,,,
QO24L70S-BASE,simple,Centro de Carga 2 Circuitos  Sobreponer,"Centro de Carga 2 Circuitos 70a Sobreponer. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",ILUMINACIÓN > Interior,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_QO24L70S-BASE.jpg,,,Medida,70a,1,1,Marca,,1,1,,,,
12520-BASE,simple,"Cinta Sella Roscas  X 7m, Uso General, Truper","Cinta Sella Roscas 1/2"" X 7m, Uso General, Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Cintas,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CTF-1-2.jpg,,,Medida,"1/2 pulg, 3/4 pulg",1,1,Marca,,1,1,,,,
12502-BASE,simple,"Cinta de Aislar de  X 19 Mm, , Truper","Cinta de Aislar de 18 M X 19 Mm, Verde, Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Cintas,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/M-33V.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/M-33V_D1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/M-33V_EI1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/M-33V_EM1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/M-33V_E1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/M-33V_FC1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/M-33V_FC2.jpg",,,Medida,18 M,1,1,Color,"Verde, Azul",1,1,Marca,,1,1
12500-BASE,simple,"Cinta de Aislar de  X 19 Mm, Negra, Truper","Cinta de Aislar de 18 M X 19 Mm, Negra, Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Cintas,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/M-33.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/M-33_D1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/M-33_EI1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/M-33_EIND1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/M-33_EM1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/M-33_E1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/M-33_FC1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/M-33_FC2.jpg",,,Medida,"18 M, 9 M",1,1,Marca,,1,1,,,,
LEVI0060-BASE,simple,"Clavija China Metal 2p, 3h, , 127v","Clavija China Metal 2p, 3h, 20a, 127v. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Accesorios eléctricos,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_LEVI0060-BASE.jpg,,,Medida,"20a, 15a",1,1,Marca,,1,1,,,,
LEVI0040-BASE,simple,Clavija Recta 2p 3h  125v L5-15p,"Clavija Recta 2p 3h 15a 125v L5-15p. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Accesorios eléctricos,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_LEVI0040-BASE.jpg,,,Medida,15a,1,1,Marca,,1,1,,,,
45551-BASE,simple,"Codo 90° Ppr,â , Macho-hembra, Foset","Codo 90â° Ppr,â 1/2"", Macho-hembra, Foset. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Hidráulico,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CV-521.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CV-521_E1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CV-521_FC1.jpg",,,Medida,"1/2 pulg, 3/4 pulg",1,1,Marca,,1,1,,,,
CDPV0001-BASE,simple,Codo Pvc T. Pesado,"Codo Pvc T. Pesado 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Hidráulico,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_CDPV0001-BASE.jpg,,,Medida,"1/2 pulg, 3/4 pulg, 1 1/4 pulg, 1 1/2 pulg, 2 1/2 pulg",1,1,Marca,,1,1,,,,
